Dataset,StratificationType,Fold_Seed,Fold,Model,Init_Seed,Stopped_Epoch,Best_Epoch,Best_Val_Loss,Best_Val_Accuracy,Test_Loss,Test_Accuracy,Stopped_Early,Early_Stopping_Patience
Texas,SklearnCategorical_PropLabelCluster_k7,0,1,MLP,101,306,206,0.4448670446872711,0.8648648858070374,0.5843092203140259,0.7837837934494019,True,100
Texas,SklearnCategorical_PropLabelCluster_k7,0,1,GCN,101,106,6,1.2414172887802124,0.6216216087341309,1.0334620475769043,0.6216216087341309,True,100
Texas,SklearnCategorical_PropLabelCluster_k7,0,1,GAT,101,107,7,1.1551918983459473,0.5675675868988037,1.0131431818008423,0.6486486196517944,True,100
Texas,SklearnCategorical_PropLabelCluster_k7,0,1,SAGE,101,106,6,0.5723599791526794,0.8648648858070374,0.40191683173179626,0.837837815284729,True,100
Texas,SklearnCategorical_PropLabelCluster_k7,0,1,GPRGNN,101,177,77,0.44557875394821167,0.8648648858070374,0.7988038063049316,0.7567567825317383,True,100
Texas,SklearnCategorical_PropLabelCluster_k7,0,1,H2GCN,101,355,255,0.48908722400665283,0.9189189076423645,0.3331674337387085,0.8918918967247009,True,100
Texas,SklearnCategorical_PropLabelCluster_k7,0,2,MLP,101,266,166,0.3856774568557739,0.8648648858070374,0.5422177314758301,0.8108108043670654,True,100
Texas,SklearnCategorical_PropLabelCluster_k7,0,2,GCN,101,105,5,1.0492135286331177,0.6486486196517944,1.2355844974517822,0.5945945978164673,True,100
Texas,SklearnCategorical_PropLabelCluster_k7,0,2,GAT,101,107,7,1.051705241203308,0.6216216087341309,1.1687343120574951,0.5945945978164673,True,100
Texas,SklearnCategorical_PropLabelCluster_k7,0,1,MixHop,101,213,113,0.6082452535629272,0.837837815284729,0.42437073588371277,0.8648648858070374,True,100
Texas,SklearnCategorical_PropLabelCluster_k7,0,2,SAGE,101,252,152,0.21714352071285248,0.9189189076423645,1.2378699779510498,0.7567567825317383,True,100
Texas,SklearnCategorical_PropLabelCluster_k7,0,2,GPRGNN,101,241,141,0.7485707402229309,0.837837815284729,0.5112802386283875,0.7837837934494019,True,100
Texas,SklearnCategorical_PropLabelCluster_k7,0,2,H2GCN,101,626,526,0.4471312463283539,0.8648648858070374,0.49928659200668335,0.9189189076423645,True,100
Texas,SklearnCategorical_PropLabelCluster_k7,0,3,MLP,101,238,138,0.26459866762161255,0.9444444179534912,0.47224587202072144,0.8108108043670654,True,100
Texas,SklearnCategorical_PropLabelCluster_k7,0,3,GCN,101,111,11,1.3273898363113403,0.4444444477558136,1.242367148399353,0.5945945978164673,True,100
Texas,SklearnCategorical_PropLabelCluster_k7,0,3,GAT,101,107,7,1.1511363983154297,0.5277777910232544,1.030853509902954,0.6216216087341309,True,100
Texas,SklearnCategorical_PropLabelCluster_k7,0,2,MixHop,101,253,153,0.43643251061439514,0.837837815284729,1.114459753036499,0.8648648858070374,True,100
Texas,SklearnCategorical_PropLabelCluster_k7,0,3,SAGE,101,121,21,0.7241416573524475,0.7777777910232544,0.6650625467300415,0.837837815284729,True,100
Texas,SklearnCategorical_PropLabelCluster_k7,0,3,GPRGNN,101,171,71,0.5121520161628723,0.8333333134651184,0.7825272679328918,0.8108108043670654,True,100
Texas,SklearnCategorical_PropLabelCluster_k7,0,3,H2GCN,101,421,321,0.3906417489051819,0.8611111044883728,0.4638276994228363,0.8918918967247009,True,100
Texas,SklearnCategorical_PropLabelCluster_k7,0,4,MLP,101,137,37,0.6005598902702332,0.7222222089767456,0.4374733865261078,0.9166666865348816,True,100
Texas,SklearnCategorical_PropLabelCluster_k7,0,4,GCN,101,104,4,1.1922590732574463,0.5555555820465088,1.3083914518356323,0.4722222089767456,True,100
Texas,SklearnCategorical_PropLabelCluster_k7,0,4,GAT,101,117,17,1.1090768575668335,0.6388888955116272,1.2821964025497437,0.4722222089767456,True,100
Texas,SklearnCategorical_PropLabelCluster_k7,0,3,MixHop,101,191,91,0.3728477358818054,0.8055555820465088,0.5900474786758423,0.837837815284729,True,100
Texas,SklearnCategorical_PropLabelCluster_k7,0,4,SAGE,101,105,5,0.7290440201759338,0.75,0.7398383021354675,0.6388888955116272,True,100
Texas,SklearnCategorical_PropLabelCluster_k7,0,4,GPRGNN,101,305,205,0.7620831727981567,0.8055555820465088,1.033889651298523,0.8055555820465088,True,100
Texas,SklearnCategorical_PropLabelCluster_k7,0,4,MixHop,101,109,9,1.0634005069732666,0.75,0.8994388580322266,0.6111111044883728,True,100
Texas,SklearnCategorical_PropLabelCluster_k7,0,5,MLP,101,389,289,0.39509207010269165,0.8918918967247009,0.627946138381958,0.7777777910232544,True,100
Texas,SklearnCategorical_PropLabelCluster_k7,0,4,H2GCN,101,338,238,0.6861514449119568,0.75,0.47032323479652405,0.8055555820465088,True,100
Texas,SklearnCategorical_PropLabelCluster_k7,0,5,GCN,101,110,10,1.0915536880493164,0.5945945978164673,1.3233088254928589,0.5833333134651184,True,100
Texas,SklearnCategorical_PropLabelCluster_k7,0,5,GAT,101,115,15,1.116855263710022,0.5135135054588318,1.1750165224075317,0.5277777910232544,True,100
Texas,SklearnCategorical_PropLabelCluster_k7,0,5,SAGE,101,112,12,0.38966459035873413,0.837837815284729,0.9881148934364319,0.7222222089767456,True,100
Texas,SklearnCategorical_PropLabelCluster_k7,0,5,GPRGNN,101,198,98,0.31609606742858887,0.8918918967247009,0.7917057871818542,0.8055555820465088,True,100
Texas,SklearnCategorical_PropLabelCluster_k7,0,5,H2GCN,101,602,502,0.3226960301399231,0.9189189076423645,0.6768066883087158,0.8055555820465088,True,100
Texas,SklearnCategorical_PropLabelCluster_k7,0,5,MixHop,101,338,238,0.12053127586841583,0.9459459185600281,0.7143192887306213,0.7777777910232544,True,100
actor,SklearnCategorical_PropLabelCluster_k22,0,1,MLP,101,121,21,1.3837515115737915,0.3703947365283966,1.4274147748947144,0.3440789580345154,True,100
actor,SklearnCategorical_PropLabelCluster_k22,0,1,GCN,101,178,78,1.505122184753418,0.31118419766426086,1.5493026971817017,0.2763157784938812,True,100
actor,SklearnCategorical_PropLabelCluster_k22,0,1,GAT,101,263,163,1.5169888734817505,0.3125,1.5495092868804932,0.28421053290367126,True,100
actor,SklearnCategorical_PropLabelCluster_k22,0,1,SAGE,101,117,17,1.3821638822555542,0.37631580233573914,1.4228620529174805,0.3236842155456543,True,100
actor,SklearnCategorical_PropLabelCluster_k22,0,1,GPRGNN,101,300,200,1.392117977142334,0.3723684251308441,1.4294668436050415,0.348026305437088,True,100
actor,SklearnCategorical_PropLabelCluster_k22,0,1,H2GCN,101,161,61,1.4013848304748535,0.37828946113586426,1.4176890850067139,0.3486842215061188,True,100
actor,SklearnCategorical_PropLabelCluster_k22,0,2,MLP,101,120,20,1.391193151473999,0.3572368323802948,1.3737304210662842,0.3769736886024475,True,100
actor,SklearnCategorical_PropLabelCluster_k22,0,2,GCN,101,158,58,1.5185611248016357,0.2967105209827423,1.5052558183670044,0.3190789520740509,True,100
actor,SklearnCategorical_PropLabelCluster_k22,0,1,MixHop,101,141,41,1.340501308441162,0.38092106580734253,1.3868060111999512,0.35855263471603394,True,100
actor,SklearnCategorical_PropLabelCluster_k22,0,2,GAT,101,292,192,1.5278681516647339,0.29539474844932556,1.5259010791778564,0.3052631616592407,True,100
actor,SklearnCategorical_PropLabelCluster_k22,0,2,SAGE,101,117,17,1.3736050128936768,0.3657894730567932,1.3789585828781128,0.371052622795105,True,100
actor,SklearnCategorical_PropLabelCluster_k22,0,2,GPRGNN,101,239,139,1.391385793685913,0.3684210479259491,1.385406494140625,0.3907894790172577,True,100
actor,SklearnCategorical_PropLabelCluster_k22,0,2,H2GCN,101,158,58,1.3866342306137085,0.3664473593235016,1.3953510522842407,0.3842105269432068,True,100
actor,SklearnCategorical_PropLabelCluster_k22,0,3,MLP,101,121,21,1.40044105052948,0.3638157844543457,1.40276300907135,0.3486842215061188,True,100
actor,SklearnCategorical_PropLabelCluster_k22,0,3,GCN,101,155,55,1.5239771604537964,0.3144736886024475,1.517454743385315,0.2973684072494507,True,100
actor,SklearnCategorical_PropLabelCluster_k22,0,2,MixHop,101,142,42,1.3398637771606445,0.38749998807907104,1.3292328119277954,0.39210525155067444,True,100
actor,SklearnCategorical_PropLabelCluster_k22,0,3,GAT,101,209,109,1.531227946281433,0.3052631616592407,1.5297842025756836,0.2921052575111389,True,100
actor,SklearnCategorical_PropLabelCluster_k22,0,3,SAGE,101,115,15,1.3945446014404297,0.3552631437778473,1.3798967599868774,0.3657894730567932,True,100
