Dataset,StratificationMethod,StratSeed,DegreeEmd,NeighHetEmd,PageRankEmd,EigCentralityEmd,ClusteringEmd,PropLabelClusterTvd
Texas,SklearnCategorical_PropLabelCluster_k7,0,1.1190764535026825,0.023033986135375318,0.0017625833044975596,0.010323051188906604,0.04107500875922043,0.010092059272387138
actor,SklearnCategorical_PropLabelCluster_k22,0,0.4801578947368027,0.00676888063118646,8.898593305372637e-06,0.00029662728396768025,0.004767109247584782,0.0021578947368421065
roman_empire,SklearnCategorical_PropLabelCluster_k13,0,0.011963700043247805,0.0019390473430872363,1.9767485757195679e-07,0.00011103859559052891,0.004534832094714564,0.00036740535298457886
