Dataset,StratificationType,Fold_Seed,Fold,Property,EMD,KS_Stat
chameleon,LabelStratifiedKFold,1,4,PageRank,3.0797668502410644e-05,0.0334181734840351
chameleon,LabelStratifiedKFold,1,4,Eigenvector Centrality,0.0006558296336109,0.0577435736601488
chameleon,LabelStratifiedKFold,1,4,Clustering Coefficient,0.0153987744758937,0.0336835502587423
chameleon,LabelStratifiedKFold,1,5,Degree,1.89795659883475,0.0283265581838578
chameleon,LabelStratifiedKFold,1,5,Neighborhood Heterogeneity,0.0191113015136174,0.0496495820315798
chameleon,LabelStratifiedKFold,1,5,PageRank,3.672046616255221e-05,0.0341178031628086
chameleon,LabelStratifiedKFold,1,5,Eigenvector Centrality,0.0007610601658093,0.0432395266643345
chameleon,LabelStratifiedKFold,1,5,Clustering Coefficient,0.0190273065920266,0.0359054776178815
chameleon,LabelStratifiedKFold,2,1,Degree,6.485082661348603,0.0521763634787132
chameleon,LabelStratifiedKFold,2,1,Neighborhood Heterogeneity,0.0288736540356615,0.0635025578773953
chameleon,LabelStratifiedKFold,2,1,PageRank,7.946783410601024e-05,0.0501242810485852
chameleon,LabelStratifiedKFold,2,1,Eigenvector Centrality,0.0013120064585692,0.0407128818751987
chameleon,LabelStratifiedKFold,2,1,Clustering Coefficient,0.0105390947912624,0.035152750079482
chameleon,LabelStratifiedKFold,2,2,Degree,2.6629021069973,0.046699326570132
chameleon,LabelStratifiedKFold,2,2,Neighborhood Heterogeneity,0.0097058834068564,0.0291988207751669
chameleon,LabelStratifiedKFold,2,2,PageRank,4.763602752076178e-05,0.0566996155958264
chameleon,LabelStratifiedKFold,2,2,Eigenvector Centrality,0.0025987268792985,0.0851072285326165
chameleon,LabelStratifiedKFold,2,2,Clustering Coefficient,0.0160277790881144,0.0502398913263389
chameleon,LabelStratifiedKFold,2,3,Degree,3.583668472032916,0.029877806057828
chameleon,LabelStratifiedKFold,2,3,Neighborhood Heterogeneity,0.0119042158210323,0.0342094787758893
chameleon,LabelStratifiedKFold,2,3,PageRank,4.899463607632716e-05,0.0606554806335267
chameleon,LabelStratifiedKFold,2,3,Eigenvector Centrality,0.000858183470726,0.0472937600270201
chameleon,LabelStratifiedKFold,2,3,Clustering Coefficient,0.0173390299887896,0.0597869748253941
chameleon,LabelStratifiedKFold,2,4,Degree,4.06008009553564,0.0476592562212759
chameleon,LabelStratifiedKFold,2,4,Neighborhood Heterogeneity,0.0086865161456072,0.0381430863318898
chameleon,LabelStratifiedKFold,2,4,PageRank,7.960652353988134e-05,0.0650510850291311
chameleon,LabelStratifiedKFold,2,4,Eigenvector Centrality,0.0016498618834304,0.0828482165474481
chameleon,LabelStratifiedKFold,2,4,Clustering Coefficient,0.0147387802361201,0.0350719532936876
chameleon,LabelStratifiedKFold,2,5,Degree,2.1594492225666846,0.0216113195256993
chameleon,LabelStratifiedKFold,2,5,Neighborhood Heterogeneity,0.0059850180092889,0.0249176728869374
chameleon,LabelStratifiedKFold,2,5,PageRank,5.371604483896368e-05,0.0488438016429234
chameleon,LabelStratifiedKFold,2,5,Eigenvector Centrality,0.0005493304125721,0.0393807071084787
chameleon,LabelStratifiedKFold,2,5,Clustering Coefficient,0.0128459998037292,0.0360840038117754
chameleon,LabelStratifiedKFold,3,1,Degree,2.8471740512731416,0.0279632359316743
chameleon,LabelStratifiedKFold,3,1,Neighborhood Heterogeneity,0.0075474035868869,0.0271684152721176
chameleon,LabelStratifiedKFold,3,1,PageRank,5.818043389358432e-05,0.0497232578976271
chameleon,LabelStratifiedKFold,3,1,Eigenvector Centrality,0.0009106833697046,0.0524148096765802
chameleon,LabelStratifiedKFold,3,1,Clustering Coefficient,0.0188284640034691,0.0400806381687332
chameleon,LabelStratifiedKFold,3,2,Degree,2.1330385271250605,0.0194947830862163
chameleon,LabelStratifiedKFold,3,2,Neighborhood Heterogeneity,0.0093794954683707,0.0333029856354229
chameleon,LabelStratifiedKFold,3,2,PageRank,3.503149920481004e-05,0.0296468106014624
chameleon,LabelStratifiedKFold,3,2,Eigenvector Centrality,0.0004880472609597,0.0289386976502211
chameleon,LabelStratifiedKFold,3,2,Clustering Coefficient,0.0083216406347263,0.0261748894476719
chameleon,LabelStratifiedKFold,3,3,Degree,2.0221529293977123,0.0458945006694732
chameleon,LabelStratifiedKFold,3,3,Neighborhood Heterogeneity,0.01005565377415,0.0365013691029058
chameleon,LabelStratifiedKFold,3,3,PageRank,2.6538154437351016e-05,0.0307294242530246
chameleon,LabelStratifiedKFold,3,3,Eigenvector Centrality,0.0010458168293708,0.0416171095644202
chameleon,LabelStratifiedKFold,3,3,Clustering Coefficient,0.0227902369819111,0.0529342227476146
chameleon,LabelStratifiedKFold,3,4,Degree,2.2515470259707464,0.0213254363638556
chameleon,LabelStratifiedKFold,3,4,Neighborhood Heterogeneity,0.0054337085854216,0.015500416159033
chameleon,LabelStratifiedKFold,3,4,PageRank,3.492474919495572e-05,0.0237053835297523
chameleon,LabelStratifiedKFold,3,4,Eigenvector Centrality,0.000429595680767,0.0484662428679991
chameleon,LabelStratifiedKFold,3,4,Clustering Coefficient,0.0176017117744608,0.0390079733658218
chameleon,LabelStratifiedKFold,3,5,Degree,3.370230757168196,0.0239538726915236
chameleon,LabelStratifiedKFold,3,5,Neighborhood Heterogeneity,0.0044068987488733,0.015856262288754
chameleon,LabelStratifiedKFold,3,5,PageRank,5.7075254202188025e-05,0.0323542538690727
chameleon,LabelStratifiedKFold,3,5,Eigenvector Centrality,0.0006566687220627,0.0430308440187693
chameleon,LabelStratifiedKFold,3,5,Clustering Coefficient,0.0144498484321664,0.0322215654817191
chameleon,LabelStratifiedKFold,4,1,Degree,4.077115668082893,0.0473749241307552
chameleon,LabelStratifiedKFold,4,1,Neighborhood Heterogeneity,0.0084366557066893,0.0253403277551374
chameleon,LabelStratifiedKFold,4,1,PageRank,4.524453567783445e-05,0.051630827480563
chameleon,LabelStratifiedKFold,4,1,Eigenvector Centrality,0.0024728562581248,0.0717975953062227
chameleon,LabelStratifiedKFold,4,1,Clustering Coefficient,0.0114372160517663,0.0458503135928784
chameleon,LabelStratifiedKFold,4,2,Degree,2.979963293736815,0.0228583196046128
chameleon,LabelStratifiedKFold,4,2,Neighborhood Heterogeneity,0.0038577185955647,0.0185337726523887
chameleon,LabelStratifiedKFold,4,2,PageRank,4.443603487422054e-05,0.0317169571374895
chameleon,LabelStratifiedKFold,4,2,Eigenvector Centrality,0.0007477542824485,0.0251199456631694
chameleon,LabelStratifiedKFold,4,2,Clustering Coefficient,0.016773712238825,0.0365906529090436
chameleon,LabelStratifiedKFold,4,3,Degree,2.7150492756420417,0.0240696734659413
chameleon,LabelStratifiedKFold,4,3,Neighborhood Heterogeneity,0.0030933236261808,0.0132977889289634
chameleon,LabelStratifiedKFold,4,3,PageRank,4.381913423419495e-05,0.03744586916925
chameleon,LabelStratifiedKFold,4,3,Eigenvector Centrality,0.0007240085572906,0.0314821292867396
chameleon,LabelStratifiedKFold,4,3,Clustering Coefficient,0.0092896425356587,0.0266197030192639
chameleon,LabelStratifiedKFold,4,4,Degree,3.060058382890442,0.0486351189973583
chameleon,LabelStratifiedKFold,4,4,Neighborhood Heterogeneity,0.0136718977897378,0.0393047128502671
chameleon,LabelStratifiedKFold,4,4,PageRank,4.55666536019519e-05,0.0636506194135173
chameleon,LabelStratifiedKFold,4,4,Eigenvector Centrality,0.0012186751936711,0.0422359199527146
chameleon,LabelStratifiedKFold,4,4,Clustering Coefficient,0.0130553217239306,0.0354905248428848
chameleon,LabelStratifiedKFold,4,5,Degree,1.6123701764755536,0.017902075970133
chameleon,LabelStratifiedKFold,4,5,Neighborhood Heterogeneity,0.0151478560146071,0.0315159045126114
chameleon,LabelStratifiedKFold,4,5,PageRank,2.502702284342078e-05,0.0460127139600246
chameleon,LabelStratifiedKFold,4,5,Eigenvector Centrality,0.0013167376038965,0.0473902606723682
chameleon,LabelStratifiedKFold,4,5,Clustering Coefficient,0.0133262715602186,0.0336546000651379
chameleon,LabelStratifiedKFold,5,1,Degree,4.2063498945056175,0.0351455244371224
chameleon,LabelStratifiedKFold,5,1,Neighborhood Heterogeneity,0.0088870450837074,0.0226993554727015
chameleon,LabelStratifiedKFold,5,1,PageRank,5.275350136845595e-05,0.0661363045174716
chameleon,LabelStratifiedKFold,5,1,Eigenvector Centrality,0.0016487241320597,0.0516272146593832
chameleon,LabelStratifiedKFold,5,1,Clustering Coefficient,0.0209644082594982,0.0424181334720656
chameleon,LabelStratifiedKFold,5,2,Degree,3.819973120610417,0.0342856729963293
chameleon,LabelStratifiedKFold,5,2,Neighborhood Heterogeneity,0.0084626954917739,0.0272189947686349
chameleon,LabelStratifiedKFold,5,2,PageRank,3.513671438878852e-05,0.0510636145553339
chameleon,LabelStratifiedKFold,5,2,Eigenvector Centrality,0.0012087183893575,0.0518620480360704
chameleon,LabelStratifiedKFold,5,2,Clustering Coefficient,0.0075194359553335,0.0223344605335414
chameleon,LabelStratifiedKFold,5,3,Degree,1.7660100601922852,0.011797203893801
chameleon,LabelStratifiedKFold,5,3,Neighborhood Heterogeneity,0.0046415933033453,0.0177850689376485
chameleon,LabelStratifiedKFold,5,3,PageRank,4.778535332810104e-05,0.0326570246438523
chameleon,LabelStratifiedKFold,5,3,Eigenvector Centrality,0.0008255234630707,0.0369826660715793
chameleon,LabelStratifiedKFold,5,3,Clustering Coefficient,0.0368611273266652,0.0639208212204919
chameleon,LabelStratifiedKFold,5,4,Degree,2.544603804537938,0.0403396822716251
chameleon,LabelStratifiedKFold,5,4,Neighborhood Heterogeneity,0.0107429950643526,0.0436593044715986
chameleon,LabelStratifiedKFold,5,4,PageRank,3.3745882077925035e-05,0.045572429765624
chameleon,LabelStratifiedKFold,5,4,Eigenvector Centrality,0.0005859158693992,0.044424072085982
chameleon,LabelStratifiedKFold,5,4,Clustering Coefficient,0.0312557290334321,0.0827589534505012
chameleon,LabelStratifiedKFold,5,5,Degree,2.4351624226486996,0.0458824380888047
chameleon,LabelStratifiedKFold,5,5,Neighborhood Heterogeneity,0.0059015359711812,0.0196378813283313
chameleon,LabelStratifiedKFold,5,5,PageRank,3.650631271351882e-05,0.0373686686529716
chameleon,LabelStratifiedKFold,5,5,Eigenvector Centrality,0.0004584811079128,0.0448908939578533
chameleon,LabelStratifiedKFold,5,5,Clustering Coefficient,0.0209912959379803,0.0500572972581754
chameleon,LabelStratifiedKFold,6,1,Degree,2.281417092979555,0.0304633081880979
chameleon,LabelStratifiedKFold,6,1,Neighborhood Heterogeneity,0.0140253865380664,0.0365400734125263
chameleon,LabelStratifiedKFold,6,1,PageRank,3.711625275909006e-05,0.0291843694904477
chameleon,LabelStratifiedKFold,6,1,Eigenvector Centrality,0.0004383178296412,0.0247586635451891
chameleon,LabelStratifiedKFold,6,1,Clustering Coefficient,0.0290294940299223,0.0509949709529177
chameleon,LabelStratifiedKFold,6,2,Degree,2.077831006676497,0.0355646116939795
chameleon,LabelStratifiedKFold,6,2,Neighborhood Heterogeneity,0.0096931405850058,0.0348890141333564
chameleon,LabelStratifiedKFold,6,2,PageRank,5.489879380028331e-05,0.0327899650278909
chameleon,LabelStratifiedKFold,6,2,Eigenvector Centrality,0.0012909412021434,0.0476386600768808
chameleon,LabelStratifiedKFold,6,2,Clustering Coefficient,0.0352693704914788,0.0669636405676464
chameleon,LabelStratifiedKFold,6,3,Degree,2.6498848023546246,0.0184159419066115
chameleon,LabelStratifiedKFold,6,3,Neighborhood Heterogeneity,0.0163738395313598,0.0452515651198417
chameleon,LabelStratifiedKFold,6,3,PageRank,4.397028908922046e-05,0.0324724671596241
chameleon,LabelStratifiedKFold,6,3,Eigenvector Centrality,0.0005430504882228,0.0289079745720799
chameleon,LabelStratifiedKFold,6,3,Clustering Coefficient,0.010222784948401,0.0293060397341407
chameleon,LabelStratifiedKFold,6,4,Degree,2.2591500705661014,0.0376545518148152
chameleon,LabelStratifiedKFold,6,4,Neighborhood Heterogeneity,0.0117696075658859,0.0375797638146705
chameleon,LabelStratifiedKFold,6,4,PageRank,5.150333626684215e-05,0.0313566784477871
chameleon,LabelStratifiedKFold,6,4,Eigenvector Centrality,0.0010917310117089,0.034268585421165
chameleon,LabelStratifiedKFold,6,4,Clustering Coefficient,0.0128383039617422,0.0437678676976152
chameleon,LabelStratifiedKFold,6,5,Degree,4.088462141590552,0.021006984234207
chameleon,LabelStratifiedKFold,6,5,Neighborhood Heterogeneity,0.0058674859463357,0.0185160613261601
chameleon,LabelStratifiedKFold,6,5,PageRank,9.979813184398534e-05,0.0366316449741257
chameleon,LabelStratifiedKFold,6,5,Eigenvector Centrality,0.0020441759404158,0.0523528063593925
chameleon,LabelStratifiedKFold,6,5,Clustering Coefficient,0.0080335368736973,0.0249104353385363
chameleon,LabelStratifiedKFold,7,1,Degree,3.510889043035919,0.0344337986647012
chameleon,LabelStratifiedKFold,7,1,Neighborhood Heterogeneity,0.0104303366256752,0.0218431168530882
chameleon,LabelStratifiedKFold,7,1,PageRank,5.643017587426844e-05,0.053444463712824
chameleon,LabelStratifiedKFold,7,1,Eigenvector Centrality,0.0006015585453394,0.0214709962715685
chameleon,LabelStratifiedKFold,7,1,Clustering Coefficient,0.0125395186931463,0.0297118413826989
chameleon,LabelStratifiedKFold,7,2,Degree,3.784314575565767,0.0425409693921789
chameleon,LabelStratifiedKFold,7,2,Neighborhood Heterogeneity,0.0079461066648711,0.0221610451169108
chameleon,LabelStratifiedKFold,7,2,PageRank,7.376213722323286e-05,0.053462527818723
chameleon,LabelStratifiedKFold,7,2,Eigenvector Centrality,0.0005073779282019,0.0417533743749819
chameleon,LabelStratifiedKFold,7,2,Clustering Coefficient,0.0112376812935589,0.0363522067111766
chameleon,LabelStratifiedKFold,7,3,Degree,3.780936297511486,0.0388668411720003
chameleon,LabelStratifiedKFold,7,3,Neighborhood Heterogeneity,0.0058152013222068,0.017295328162507
chameleon,LabelStratifiedKFold,7,3,PageRank,4.8753664327417335e-05,0.0371648110396738
chameleon,LabelStratifiedKFold,7,3,Eigenvector Centrality,0.0006078377504284,0.0392371623985235
chameleon,LabelStratifiedKFold,7,3,Clustering Coefficient,0.0258798160016306,0.0583141337257692
chameleon,LabelStratifiedKFold,7,4,Degree,3.5324845297402905,0.0332951351612163
chameleon,LabelStratifiedKFold,7,4,Neighborhood Heterogeneity,0.0081586986141358,0.0282951954741197
chameleon,LabelStratifiedKFold,7,4,PageRank,5.779897267795335e-05,0.0539402419753682
chameleon,LabelStratifiedKFold,7,4,Eigenvector Centrality,0.0010980745764964,0.0739387944656879
chameleon,LabelStratifiedKFold,7,4,Clustering Coefficient,0.011091093443685,0.0284073774743368
chameleon,LabelStratifiedKFold,7,5,Degree,3.3694008516181997,0.0358391334242047
chameleon,LabelStratifiedKFold,7,5,Neighborhood Heterogeneity,0.0153452274867274,0.0334314423227705
chameleon,LabelStratifiedKFold,7,5,PageRank,5.112175182880686e-05,0.0718736806552393
chameleon,LabelStratifiedKFold,7,5,Eigenvector Centrality,0.0009517266524491,0.062908770702404
chameleon,LabelStratifiedKFold,7,5,Clustering Coefficient,0.0162696125432053,0.0521585988106295
chameleon,LabelStratifiedKFold,8,1,Degree,3.2415749010087076,0.01686103644614
chameleon,LabelStratifiedKFold,8,1,Neighborhood Heterogeneity,0.0060795197677581,0.0204341165929651
chameleon,LabelStratifiedKFold,8,1,PageRank,5.015891450745607e-05,0.0415185409982947
chameleon,LabelStratifiedKFold,8,1,Eigenvector Centrality,0.0006003001569775,0.0396326483424376
chameleon,LabelStratifiedKFold,8,1,Clustering Coefficient,0.0161401894919438,0.0380791352351224
chameleon,LabelStratifiedKFold,8,2,Degree,1.5462946905979944,0.0547667562646319
chameleon,LabelStratifiedKFold,8,2,Neighborhood Heterogeneity,0.0229201717326429,0.0408068152258735
chameleon,LabelStratifiedKFold,8,2,PageRank,3.0752609995835845e-05,0.0328297060608688
chameleon,LabelStratifiedKFold,8,2,Eigenvector Centrality,0.0005265924979608,0.0538093586519841
chameleon,LabelStratifiedKFold,8,2,Clustering Coefficient,0.0177046079240794,0.0432057284892627
chameleon,LabelStratifiedKFold,8,3,Degree,2.3900290708194065,0.0358644648436086
chameleon,LabelStratifiedKFold,8,3,Neighborhood Heterogeneity,0.0087875832122195,0.0359778531018926
chameleon,LabelStratifiedKFold,8,3,PageRank,3.4748512258286896e-05,0.0341407220660788
chameleon,LabelStratifiedKFold,8,3,Eigenvector Centrality,0.0009522022625777,0.0486013437714864
chameleon,LabelStratifiedKFold,8,3,Clustering Coefficient,0.0117092550745128,0.0358548147790738
chameleon,LabelStratifiedKFold,8,4,Degree,3.2613551103123104,0.0347402323253036
chameleon,LabelStratifiedKFold,8,4,Neighborhood Heterogeneity,0.0094826645762692,0.0223507557206788
chameleon,LabelStratifiedKFold,8,4,PageRank,4.758320661933426e-05,0.0317571561259815
chameleon,LabelStratifiedKFold,8,4,Eigenvector Centrality,0.0011549563566901,0.030532804188128
chameleon,LabelStratifiedKFold,8,4,Clustering Coefficient,0.0208712321787968,0.0549366111385869
chameleon,LabelStratifiedKFold,8,5,Degree,2.9130577435736624,0.0286920543781136
chameleon,LabelStratifiedKFold,8,5,Neighborhood Heterogeneity,0.0111675395400213,0.0272155945042882
chameleon,LabelStratifiedKFold,8,5,PageRank,4.9941743594531214e-05,0.0346364941315545
chameleon,LabelStratifiedKFold,8,5,Eigenvector Centrality,0.000522436343194,0.0418969614359296
chameleon,LabelStratifiedKFold,8,5,Clustering Coefficient,0.0133377458459176,0.0369054655553009
chameleon,LabelStratifiedKFold,9,1,Degree,2.9220858984363605,0.0306656261741668
chameleon,LabelStratifiedKFold,9,1,Neighborhood Heterogeneity,0.0056373888785663,0.0122366253359923
chameleon,LabelStratifiedKFold,9,1,PageRank,5.2286172601408894e-05,0.0386282840544524
chameleon,LabelStratifiedKFold,9,1,Eigenvector Centrality,0.0005646461632749,0.0388992456429376
chameleon,LabelStratifiedKFold,9,1,Clustering Coefficient,0.0248805196736492,0.0645647273042573
chameleon,LabelStratifiedKFold,9,2,Degree,2.77775730512442,0.0492824937136911
chameleon,LabelStratifiedKFold,9,2,Neighborhood Heterogeneity,0.0218086688939831,0.0412511922309893
chameleon,LabelStratifiedKFold,9,2,PageRank,3.9733681216110255e-05,0.0216191219399404
chameleon,LabelStratifiedKFold,9,2,Eigenvector Centrality,0.0012739159498177,0.0335378190121101
chameleon,LabelStratifiedKFold,9,2,Clustering Coefficient,0.0214145741026113,0.0438813260498858
chameleon,LabelStratifiedKFold,9,3,Degree,4.104660981170319,0.0594854103086814
chameleon,LabelStratifiedKFold,9,3,Neighborhood Heterogeneity,0.0117751680485434,0.0191734719725938
chameleon,LabelStratifiedKFold,9,3,PageRank,6.1653602932756e-05,0.0475627555759279
chameleon,LabelStratifiedKFold,9,3,Eigenvector Centrality,0.0008428328304108,0.0294121904440235
chameleon,LabelStratifiedKFold,9,3,Clustering Coefficient,0.0138815969227056,0.0443613466665058
chameleon,LabelStratifiedKFold,9,4,Degree,2.8784803560873895,0.0484734804164002
chameleon,LabelStratifiedKFold,9,4,Neighborhood Heterogeneity,0.00653853578274,0.0256124775334435
chameleon,LabelStratifiedKFold,9,4,PageRank,4.245270613907796e-05,0.045637567701234
chameleon,LabelStratifiedKFold,9,4,Eigenvector Centrality,0.0006529413763201,0.0630269839929554
chameleon,LabelStratifiedKFold,9,4,Clustering Coefficient,0.0104916429695302,0.0468269381551489
chameleon,LabelStratifiedKFold,9,5,Degree,1.427675178827756,0.0147465048672512
chameleon,LabelStratifiedKFold,9,5,Neighborhood Heterogeneity,0.0081131044977428,0.0271794067622827
chameleon,LabelStratifiedKFold,9,5,PageRank,2.954285690894232e-05,0.0305858795430694
chameleon,LabelStratifiedKFold,9,5,Eigenvector Centrality,0.0020929910082748,0.0650378161903957
chameleon,LabelStratifiedKFold,9,5,Clustering Coefficient,0.0152713319814198,0.0396171336895815
