Dataset,StratificationType,Fold_Seed,Fold,Model,Init_Seed,Stopped_Epoch,Best_Epoch,Best_Val_Loss,Best_Val_Accuracy,Test_Loss,Test_Accuracy,Stopped_Early,Early_Stopping_Patience
chameleon,RandomKFold,0,1,MLP,100,114,14,1.435065746307373,0.4438202381134033,1.3940975666046143,0.466292142868042,True,100
chameleon,RandomKFold,0,1,MLP,101,114,14,1.4018712043762207,0.4438202381134033,1.3643672466278076,0.449438214302063,True,100
chameleon,RandomKFold,0,1,GCN,100,105,5,1.5150647163391113,0.3764044940471649,1.4999256134033203,0.4325842559337616,True,100
chameleon,RandomKFold,0,1,GCN,101,105,5,1.5201054811477661,0.37078651785850525,1.5089370012283325,0.4438202381134033,True,100
chameleon,RandomKFold,0,1,GAT,101,104,4,1.4201934337615967,0.3483146131038666,1.4159038066864014,0.3820224702358246,True,100
chameleon,RandomKFold,0,1,GAT,100,147,47,1.4437674283981323,0.43820226192474365,1.4879544973373413,0.4101123511791229,True,100
chameleon,RandomKFold,0,1,SAGE,100,106,6,1.3251874446868896,0.466292142868042,1.3320536613464355,0.4101123511791229,True,100
chameleon,RandomKFold,0,1,SAGE,101,106,6,1.3132473230361938,0.42696627974510193,1.30318284034729,0.47191011905670166,True,100
chameleon,RandomKFold,0,1,GPRGNN,100,110,10,1.4988282918930054,0.3426966369152069,1.462557315826416,0.40449437499046326,True,100
chameleon,RandomKFold,0,1,GPRGNN,101,109,9,1.4959635734558105,0.3483146131038666,1.4578924179077148,0.4157303273677826,True,100
chameleon,RandomKFold,0,1,H2GCN,100,128,28,1.402765154838562,0.38764044642448425,1.3421205282211304,0.4325842559337616,True,100
chameleon,RandomKFold,0,1,H2GCN,101,125,25,1.404862403869629,0.3595505654811859,1.3523316383361816,0.45505619049072266,True,100
chameleon,RandomKFold,0,2,MLP,100,113,13,1.4991533756256104,0.3595505654811859,1.4369512796401978,0.38764044642448425,True,100
chameleon,RandomKFold,0,2,MLP,101,113,13,1.4776756763458252,0.3426966369152069,1.3883299827575684,0.4101123511791229,True,100
chameleon,RandomKFold,0,2,GCN,100,105,5,1.5031719207763672,0.3764044940471649,1.5086036920547485,0.3651685416698456,True,100
chameleon,RandomKFold,0,2,GCN,101,107,7,1.4908310174942017,0.3820224702358246,1.5249735116958618,0.3651685416698456,True,100
chameleon,RandomKFold,0,2,GAT,100,142,42,1.4881970882415771,0.3820224702358246,1.4480379819869995,0.38764044642448425,True,100
chameleon,RandomKFold,0,2,GAT,101,179,79,1.4861602783203125,0.3932584226131439,1.448642373085022,0.3932584226131439,True,100
chameleon,RandomKFold,0,2,SAGE,100,105,5,1.4537382125854492,0.3932584226131439,1.3445830345153809,0.42696627974510193,True,100
chameleon,RandomKFold,0,2,SAGE,101,105,5,1.4391268491744995,0.40449437499046326,1.3407390117645264,0.4101123511791229,True,100
chameleon,RandomKFold,0,1,MixHop,100,107,7,1.4561854600906372,0.4157303273677826,1.4307818412780762,0.3988763988018036,True,100
chameleon,RandomKFold,0,2,GPRGNN,100,131,31,1.5054960250854492,0.4157303273677826,1.6446435451507568,0.3932584226131439,True,100
chameleon,RandomKFold,0,1,MixHop,101,111,11,1.4349828958511353,0.4325842559337616,1.349000334739685,0.4438202381134033,True,100
chameleon,RandomKFold,0,2,GPRGNN,101,126,26,1.4930126667022705,0.3932584226131439,1.5889967679977417,0.4438202381134033,True,100
chameleon,RandomKFold,0,2,H2GCN,100,124,24,1.4449831247329712,0.3820224702358246,1.3854771852493286,0.42696627974510193,True,100
chameleon,RandomKFold,0,3,MLP,100,115,15,1.396837830543518,0.4438202381134033,1.497962236404419,0.3595505654811859,True,100
chameleon,RandomKFold,0,3,MLP,101,114,14,1.3958834409713745,0.42696627974510193,1.4868059158325195,0.33707866072654724,True,100
chameleon,RandomKFold,0,2,H2GCN,101,125,25,1.4536104202270508,0.40449437499046326,1.3903132677078247,0.4101123511791229,True,100
chameleon,RandomKFold,0,3,GCN,100,107,7,1.5006190538406372,0.3820224702358246,1.5468116998672485,0.33707866072654724,True,100
