Dataset,StratificationType,Fold_Seed,Fold,Model,Init_Seed,Stopped_Epoch,Best_Epoch,Best_Val_Loss,Best_Val_Accuracy,Test_Loss,Test_Accuracy,Stopped_Early,Early_Stopping_Patience
Photo,RandomKFold,0,1,MLP,100,150,50,0.3128526210784912,0.9169934391975403,0.28690192103385925,0.9163398742675781,True,100
Photo,RandomKFold,0,1,GCN,100,640,540,0.24213647842407227,0.9307189583778381,0.17938092350959778,0.954901933670044,True,100
Photo,RandomKFold,0,1,GAT,100,579,479,0.20929858088493347,0.9398692846298218,0.15943220257759094,0.9535947442054749,True,100
Photo,RandomKFold,0,1,GPRGNN,100,419,319,0.23408819735050201,0.9372549057006836,0.18375808000564575,0.956209123134613,True,100
Photo,RandomKFold,0,2,MLP,100,148,48,0.28904008865356445,0.9169934391975403,0.3124186098575592,0.9104574918746948,True,100
Photo,RandomKFold,0,2,GCN,100,522,422,0.24293622374534607,0.9385620951652527,0.24702124297618866,0.9261437654495239,True,100
Photo,RandomKFold,0,2,GAT,100,376,276,0.22698219120502472,0.9372549057006836,0.22191280126571655,0.9339869022369385,True,100
Photo,RandomKFold,0,1,SAGE,100,605,505,0.2321707159280777,0.9392156600952148,0.17991656064987183,0.9509803652763367,True,100
Photo,RandomKFold,0,1,MixHop,100,294,194,0.2157766968011856,0.9490196108818054,0.16569967567920685,0.9601306915283203,True,100
Photo,RandomKFold,0,2,SAGE,100,574,474,0.19834916293621063,0.9392156600952148,0.23408879339694977,0.9366012811660767,True,100
Photo,RandomKFold,0,1,H2GCN,100,978,878,0.4345065951347351,0.9045751690864563,0.4285151958465576,0.9228758215904236,True,100
Photo,RandomKFold,0,3,MLP,100,142,42,0.2585804760456085,0.9196078181266785,0.2952350080013275,0.9169934391975403,True,100
Photo,RandomKFold,0,2,GPRGNN,100,706,606,0.255819708108902,0.941830039024353,0.22747071087360382,0.9411764740943909,True,100
Photo,RandomKFold,0,3,GCN,100,779,679,0.1849096715450287,0.9398692846298218,0.23524987697601318,0.9398692846298218,True,100
Photo,RandomKFold,0,2,MixHop,100,254,154,0.2225850224494934,0.9496731758117676,0.20199637115001678,0.9470587968826294,True,100
Photo,RandomKFold,0,3,GAT,100,737,637,0.1762990951538086,0.943790853023529,0.21723058819770813,0.9392156600952148,True,100
Photo,RandomKFold,0,3,GPRGNN,100,488,388,0.19455325603485107,0.9470587968826294,0.2657671272754669,0.9411764740943909,True,100
Photo,RandomKFold,0,2,H2GCN,100,552,452,0.4038505554199219,0.915032684803009,0.4324228763580322,0.9032679796218872,True,100
Photo,RandomKFold,0,4,MLP,100,155,55,0.24161586165428162,0.9267973899841309,0.26547226309776306,0.9169934391975403,True,100
Photo,RandomKFold,0,3,SAGE,100,469,369,0.25120657682418823,0.929411768913269,0.2506527602672577,0.9300653338432312,True,100
Photo,RandomKFold,0,4,GCN,100,866,766,0.1776333898305893,0.9477124214172363,0.18296588957309723,0.9392156600952148,True,100
Photo,RandomKFold,0,4,GAT,100,437,337,0.1701122671365738,0.9483659863471985,0.18441122770309448,0.9379084706306458,True,100
Photo,RandomKFold,0,3,H2GCN,100,578,478,0.4032036364078522,0.9183006286621094,0.40315407514572144,0.9163398742675781,True,100
Photo,RandomKFold,0,4,GPRGNN,100,528,428,0.1899740993976593,0.9503268003463745,0.20133808255195618,0.9392156600952148,True,100
Photo,RandomKFold,0,4,SAGE,100,668,568,0.18863750994205475,0.9477124214172363,0.21997295320034027,0.9333333373069763,True,100
Photo,RandomKFold,0,5,MLP,100,148,48,0.2835043668746948,0.9196078181266785,0.240785151720047,0.9281045794487,True,100
Photo,RandomKFold,0,3,MixHop,100,410,310,0.15767326951026917,0.9529411792755127,0.2251347303390503,0.9503268003463745,True,100
Photo,RandomKFold,0,5,GCN,100,1000,975,0.16543345153331757,0.9555555582046509,0.18290774524211884,0.9464052319526672,False,100
Photo,RandomKFold,0,4,MixHop,100,247,147,0.15015369653701782,0.956209123134613,0.17156627774238586,0.9483659863471985,True,100
Photo,RandomKFold,0,4,H2GCN,100,553,453,0.39985018968582153,0.9261437654495239,0.40720275044441223,0.9143790602684021,True,100
Photo,RandomKFold,0,5,GAT,100,562,462,0.15243400633335114,0.9555555582046509,0.17204049229621887,0.9464052319526672,True,100
Photo,RandomKFold,0,5,GPRGNN,100,526,426,0.1660459190607071,0.956209123134613,0.18733593821525574,0.9522875547409058,True,100
