Dataset,StratificationType,Fold_Seed,Fold,Model,Init_Seed,Stopped_Epoch,Best_Epoch,Best_Val_Loss,Best_Val_Accuracy,Test_Loss,Test_Accuracy,Stopped_Early,Early_Stopping_Patience
Computers,SklearnCategorical_PropLabelCluster_k10,0,1,MLP,100,162,62,0.4507461190223694,0.8524172902107239,0.46576234698295593,0.8404216766357422,True,100
Computers,SklearnCategorical_PropLabelCluster_k10,0,1,GCN,100,1000,988,0.31428396701812744,0.9033079147338867,0.3196629583835602,0.9029443860054016,False,100
Computers,SklearnCategorical_PropLabelCluster_k10,0,1,GPRGNN,100,569,469,0.3280094861984253,0.9069429039955139,0.34325578808784485,0.9058524370193481,True,100
Computers,SklearnCategorical_PropLabelCluster_k10,0,1,GAT,100,1000,999,0.27357780933380127,0.9149399995803833,0.27476975321769714,0.916394054889679,False,100
Computers,SklearnCategorical_PropLabelCluster_k10,0,2,MLP,100,148,48,0.458475798368454,0.8538181781768799,0.44656768441200256,0.8542348146438599,True,100
Computers,SklearnCategorical_PropLabelCluster_k10,0,2,GCN,100,528,428,0.3204536437988281,0.9010909199714661,0.3244191110134125,0.9040349125862122,True,100
Computers,SklearnCategorical_PropLabelCluster_k10,0,2,GAT,100,1000,987,0.2676316201686859,0.9189090728759766,0.27855998277664185,0.9149399995803833,False,100
Computers,SklearnCategorical_PropLabelCluster_k10,0,1,SAGE,100,1000,922,0.3405979871749878,0.8967648148536682,0.3238992691040039,0.9018538594245911,False,100
Computers,SklearnCategorical_PropLabelCluster_k10,0,2,SAGE,100,574,474,0.3720037639141083,0.8956363797187805,0.3766387403011322,0.8887677192687988,True,100
Computers,SklearnCategorical_PropLabelCluster_k10,0,2,GPRGNN,100,499,399,0.32939088344573975,0.9043636322021484,0.3444715142250061,0.9058524370193481,True,100
Computers,SklearnCategorical_PropLabelCluster_k10,0,1,MixHop,100,633,533,0.28015515208244324,0.9174845218658447,0.2986964285373688,0.914576530456543,True,100
Computers,SklearnCategorical_PropLabelCluster_k10,0,3,MLP,100,148,48,0.44272780418395996,0.8509091138839722,0.45704275369644165,0.8501818180084229,True,100
Computers,SklearnCategorical_PropLabelCluster_k10,0,3,GCN,100,750,650,0.31876805424690247,0.9116363525390625,0.30755114555358887,0.9083636403083801,True,100
Computers,SklearnCategorical_PropLabelCluster_k10,0,2,MixHop,100,436,336,0.27854424715042114,0.9149090647697449,0.290797621011734,0.9134860038757324,True,100
Computers,SklearnCategorical_PropLabelCluster_k10,0,1,H2GCN,100,1000,973,0.7310832738876343,0.8011631965637207,0.7350178956985474,0.7986186742782593,False,100
Computers,SklearnCategorical_PropLabelCluster_k10,0,3,GAT,100,907,807,0.27454954385757446,0.9160000085830688,0.2772802412509918,0.9141818284988403,True,100
Computers,SklearnCategorical_PropLabelCluster_k10,0,3,GPRGNN,100,504,404,0.3309348523616791,0.9120000004768372,0.31213614344596863,0.9083636403083801,True,100
Computers,SklearnCategorical_PropLabelCluster_k10,0,3,SAGE,100,897,797,0.36078736186027527,0.8992727398872375,0.37668147683143616,0.8923636078834534,True,100
Computers,SklearnCategorical_PropLabelCluster_k10,0,4,MLP,100,147,47,0.4599970281124115,0.8472727537155151,0.4525146782398224,0.8490909337997437,True,100
Computers,SklearnCategorical_PropLabelCluster_k10,0,4,GCN,100,708,608,0.2974918782711029,0.9079999923706055,0.32434359192848206,0.909818172454834,True,100
Computers,SklearnCategorical_PropLabelCluster_k10,0,2,H2GCN,100,1000,974,0.7389631867408752,0.7956363558769226,0.7323240637779236,0.8026172518730164,False,100
Computers,SklearnCategorical_PropLabelCluster_k10,0,4,GAT,100,849,749,0.25163426995277405,0.9203636646270752,0.2726747691631317,0.9141818284988403,True,100
Computers,SklearnCategorical_PropLabelCluster_k10,0,3,MixHop,100,419,319,0.30253177881240845,0.9185454249382019,0.27630046010017395,0.9130908846855164,True,100
Computers,SklearnCategorical_PropLabelCluster_k10,0,4,GPRGNN,100,720,620,0.3075622320175171,0.9120000004768372,0.33420881628990173,0.910909116268158,True,100
