Dataset,StratificationMethod,StratSeed,DegreeEmd,NeighHetEmd,PageRankEmd,EigCentralityEmd,ClusteringEmd
Cora,WDES_NeighHet,4,0.2839685846791157,0.0028004289981791,2.179514342969192e-05,0.0008685913825054,0.0118630295136487
Cora,WDES_PageRank,4,0.1646096458370766,0.0121337960334757,1.0505224417776383e-05,0.0008918975865644,0.0086277996984531
Cora,WDES_EigCentrality,4,0.2934364107263322,0.0085143691372591,2.3031661953624053e-05,0.0004713969524465,0.0106998417772349
Cora,WDES_Clustering,4,0.2687212023311865,0.0092052136072931,1.943315943805687e-05,0.0010630523050804,0.0023938420250892
chameleon,WDES_Degree,0,0.9201398830002988,0.016844292754387,2.333922152407847e-05,0.0004257722453248,0.0084301673944293
chameleon,WDES_NeighHet,0,1.965563725620933,0.003017110513631,3.51684591197498e-05,0.0003987426091876,0.0120235974615376
chameleon,WDES_PageRank,0,1.7185755510698333,0.0133696713210753,1.879805912210287e-05,0.0008253055290867,0.0177870662444506
chameleon,WDES_EigCentrality,0,2.7306101869145296,0.0126842475760961,5.440095625888892e-05,0.0001970097139954,0.016814964149955
chameleon,WDES_Clustering,0,1.6674198011497787,0.0108744844727395,3.0119841316128327e-05,0.0008200515135984,0.0037464291000693
chameleon,WDES_Degree,1,0.992778948740051,0.0123848807991467,2.610302325495016e-05,0.0006399002989578,0.0184391557474237
chameleon,WDES_NeighHet,1,2.5147146243027216,0.003388374982981,4.566731316076989e-05,0.0010397620617196,0.0118052034888016
chameleon,WDES_PageRank,1,1.8796355094181192,0.0101206281706077,1.8249877278453015e-05,0.001085143731864,0.0108482089278581
chameleon,WDES_EigCentrality,1,1.9906115674307896,0.0114540108203943,3.364960211877401e-05,0.0002132221907152,0.0125860193403847
chameleon,WDES_Clustering,1,1.8483944976965545,0.0100355098191265,3.913302098377595e-05,0.0007925699874899,0.0038821656075103
chameleon,WDES_Degree,2,0.9486022558677044,0.0095735618666784,3.1313839791894285e-05,0.0005487595453348,0.0117498431157392
chameleon,WDES_NeighHet,2,2.15940493653308,0.0031691340389237,3.603271434273312e-05,0.0006389638267639,0.0097838147890234
