Dataset,TargetProperty,StratSeed,RequestedBins,StratifiedKFoldSeconds,RandomTargetEmd,LabelTargetEmd,StratifiedKFoldTargetEmd,RandomToStratifiedKFoldRatio,LabelToStratifiedKFoldRatio,DegreeEmd,NeighHetEmd,PageRankEmd,EigCentralityEmd,ClusteringEmd
Cora,Degree,0,5,0.0005994590173941106,0.26897308119909613,0.40602873607785606,0.1885574117510897,1.4264784327553313,2.1533427527836735,0.1885574117510897,0.007689749517156168,1.6339073801073434e-05,0.0008959212373177023,0.00828364771402311
Cora,Neighborhood Heterogeneity,0,5,0.00047608400927856565,0.007419565127568121,0.013568164222910021,0.008607456609868442,0.8619927423231616,1.576326763861247,0.30334823468532485,0.008607456609868442,2.2895180818670997e-05,0.0009724538221559642,0.009400708636494264
Cora,PageRank,0,5,0.0005512089992407709,1.9076487445213708e-05,2.7733618360247745e-05,1.818829889278788e-05,1.0488329644053749,1.52480550950506,0.2831474727075204,0.015143664751805192,1.818829889278788e-05,0.0010567739623395765,0.009903528132089024
Cora,Eigenvector Centrality,0,5,0.0005449590098578483,0.0012609059738635017,0.0007100571108405935,0.0007682033004389589,1.6413701596218182,0.9243088521422127,0.29509392750217806,0.01129700619257225,2.1897876762120615e-05,0.0007682033004389589,0.014670542451921838
Cora,Clustering Coefficient,0,5,0.000482457980979234,0.009579890009678002,0.009601060828420552,0.0066142205994945465,1.448377759037866,1.451578562280529,0.27022315616964077,0.013948899087426133,1.9786558591181007e-05,0.000868187426991549,0.0066142205994945465
Cora,Degree,0,10,0.0005370409926399589,0.26897308119909613,0.40602873607785606,0.2896395305347192,0.9286476908125434,1.401841576418331,0.2896395305347192,0.010640351687783257,2.2535236025401e-05,0.0010301378775363558,0.010458137379857744
Cora,Neighborhood Heterogeneity,0,10,0.0004833750135730952,0.007419565127568121,0.013568164222910021,0.0035582520164691043,2.0851713406546857,3.813154369086502,0.26371586495224597,0.0035582520164691043,1.940338344595081e-05,0.0006240484413192398,0.014154831347826366
Cora,PageRank,0,10,0.0005757909966632724,1.9076487445213708e-05,2.7733618360247745e-05,1.6483708060257254e-05,1.1572934545721376,1.682486626119907,0.2277899291714855,0.014067376353748644,1.6483708060257254e-05,0.0007070614868773864,0.010979806488372608
Cora,Eigenvector Centrality,0,10,0.0005703750066459179,0.0012609059738635017,0.0007100571108405935,0.0005868467110718065,2.148612150455108,1.2099532934993495,0.2634997271238374,0.013355933978012732,1.7366621482282347e-05,0.0005868467110718065,0.011005575766784062
Cora,Clustering Coefficient,0,10,0.0005126250034663826,0.009579890009678002,0.009601060828420552,0.0031988031029123337,2.994835787471896,3.0014541437950077,0.25419518851154,0.009343571912746174,1.8973479981188512e-05,0.0009444747937856464,0.0031988031029123337
