Dataset,TargetProperty,StratSeed,RequestedBins,StratifiedKFoldSeconds,RandomTargetEmd,LabelTargetEmd,StratifiedKFoldTargetEmd,RandomToStratifiedKFoldRatio,LabelToStratifiedKFoldRatio,DegreeEmd,NeighHetEmd,PageRankEmd,EigCentralityEmd,ClusteringEmd
Cora,Degree,0,300,0.001431208016583696,0.26897308119909613,0.40602873607785606,0.1739196974858245,1.5465360455851704,2.3345759103045234,0.1739196974858245,0.010068986122836573,1.572446678333763e-05,0.001161310690719649,0.008232330408845068
Cora,Neighborhood Heterogeneity,0,300,0.0013342919992282987,0.007419565127568121,0.013568164222910021,0.0022323295446240116,3.3236871972761484,6.078029229862336,0.2720467410786188,0.0022323295446240116,1.9620677230392847e-05,0.0007723852119510975,0.01198565961594442
Cora,PageRank,0,300,0.001447457994800061,1.9076487445213708e-05,2.7733618360247745e-05,1.2303093349613152e-05,1.5505439894767223,2.254198807742914,0.19508350592888438,0.006321432910933624,1.2303093349613152e-05,0.0006976975517977244,0.012062483270466818
Cora,Eigenvector Centrality,0,300,0.0013987080019433051,0.0012609059738635017,0.0007100571108405935,0.0005023964314104097,2.5097829025649716,1.4133402756209965,0.21792500833730816,0.009413738746667493,1.8327790818748718e-05,0.0005023964314104097,0.011604917725758519
Cora,Clustering Coefficient,0,300,0.0013626670115627348,0.009579890009678002,0.009601060828420552,0.005907694228089071,1.6215954380524458,1.625179039018435,0.23516011335858716,0.006564972930550276,1.8008326576422112e-05,0.0007097476864296465,0.005907694228089071
Cora,Degree,0,350,0.0014620420115534216,0.26897308119909613,0.40602873607785606,0.18128698007479419,1.4836866998839353,2.239701582045988,0.18128698007479419,0.008589743982792114,1.3840923938679325e-05,0.0007749991326504112,0.01557812163553532
Cora,Neighborhood Heterogeneity,0,350,0.0014530830085277557,0.007419565127568121,0.013568164222910021,0.005117836828920357,1.4497463236109718,2.6511521716045645,0.22399811670161096,0.005117836828920357,1.6535927333693294e-05,0.0010282385198312595,0.009915494148468037
Cora,PageRank,0,350,0.0015940000012051314,1.9076487445213708e-05,2.7733618360247745e-05,1.5399971401195792e-05,1.2387352514000407,1.8008876534728018,0.2277336512652001,0.012103296569098077,1.5399971401195792e-05,0.0009116753775524537,0.011065462184490569
Cora,Eigenvector Centrality,0,350,0.0015542079927399755,0.0012609059738635017,0.0007100571108405935,0.0005366024353645716,2.3497954738256692,1.3232461577595627,0.3638636449571477,0.0113596865584921,2.6913621500845344e-05,0.0005366024353645716,0.011914821647305698
Cora,Clustering Coefficient,0,350,0.0015073749818839133,0.009579890009678002,0.009601060828420552,0.0057544291034467955,1.664785478708883,1.6684645263367128,0.236313769633679,0.015467645115288855,1.8790283783434677e-05,0.0007871320444572883,0.0057544291034467955
Cora,Degree,0,400,0.001639042020542547,0.26897308119909613,0.40602873607785606,0.15449469086630224,1.7409859179682883,2.6281080197715547,0.15449469086630224,0.01150065641930061,1.2441727711498567e-05,0.0008169952329830634,0.017275225108703978
Cora,Neighborhood Heterogeneity,0,400,0.0015879170096013695,0.007419565127568121,0.013568164222910021,0.005478215036059731,1.3543763942688762,2.4767491114531124,0.27174806386582684,0.005478215036059731,2.2897657522466614e-05,0.0010738099384237833,0.014501910626859202
Cora,PageRank,0,400,0.0016922909999266267,1.9076487445213708e-05,2.7733618360247745e-05,1.2138628126233062e-05,1.5715521759816566,2.2847407525659347,0.19679707694615903,0.0074468714410507175,1.2138628126233062e-05,0.0008727482883924741,0.008833290819675257
Cora,Eigenvector Centrality,0,400,0.001745707995723933,0.0012609059738635017,0.0007100571108405935,0.0005297862422105854,2.38002777988769,1.3402709513138922,0.26208348730022324,0.009550653754929818,1.8509541628114834e-05,0.0005297862422105854,0.014289314653444601
Cora,Clustering Coefficient,0,400,0.0015954160189721733,0.009579890009678002,0.009601060828420552,0.005741262822904898,1.6686032855801016,1.6722907702669354,0.22089968745052707,0.008455624347144811,1.7133286674285273e-05,0.0008504208889063549,0.005741262822904898
Cora,Degree,0,450,0.0018267499981448054,0.26897308119909613,0.40602873607785606,0.16087180712246815,1.671971528201538,2.5239272395862087,0.16087180712246815,0.008564421317023748,1.474626119447355e-05,0.0006986530636096682,0.013418711108937104
Cora,Neighborhood Heterogeneity,0,450,0.0017185829929076135,0.007419565127568121,0.013568164222910021,0.0039125072808823365,1.8963709444893055,3.467894945322676,0.28434042750232597,0.0039125072808823365,2.1004141432251948e-05,0.0008003042734305426,0.013951126780167255
Cora,PageRank,0,450,0.0018432090000715107,1.9076487445213708e-05,2.7733618360247745e-05,1.0521581868808039e-05,1.813081690859364,2.6358791582913956,0.18002609765870353,0.011649447886095617,1.0521581868808039e-05,0.0007587163914900086,0.011822245972804953
Cora,Eigenvector Centrality,0,450,0.0018345830030739307,0.0012609059738635017,0.0007100571108405935,0.0006700501941286038,1.8818082360282014,1.0597073429163295,0.269547246012106,0.010492311086808603,2.0236087010923766e-05,0.0006700501941286038,0.011551435065697793
Cora,Clustering Coefficient,0,450,0.0017262920155189931,0.009579890009678002,0.009601060828420552,0.004048034360841864,2.3665535308563155,2.371783431804624,0.20970368063793848,0.006831756033666187,1.6060575557048753e-05,0.000789927630127167,0.004048034360841864
Cora,Degree,1,300,0.001545167004223913,0.2543631225334695,0.2595341421732891,0.1666300266019114,1.5265143247030588,1.5575472648355924,0.1666300266019114,0.011555691274296648,1.4292387391577255e-05,0.0009971861035940257,0.005796703126411401
Cora,Neighborhood Heterogeneity,1,300,0.0013966670085210353,0.011869421763793889,0.015016288963528513,0.002151503886964578,5.516802379818013,6.979438454426431,0.25159251442892583,0.002151503886964578,1.7660602106776754e-05,0.0011035016460113744,0.011387516421117076
