Dataset,TargetProperty,StratSeed,RequestedBins,StratifiedKFoldSeconds,RandomTargetEmd,LabelTargetEmd,StratifiedKFoldTargetEmd,RandomToStratifiedKFoldRatio,LabelToStratifiedKFoldRatio,DegreeEmd,NeighHetEmd,PageRankEmd,EigCentralityEmd,ClusteringEmd
chameleon,Degree,0,50,0.0008494169742334634,1.7564722361289877,2.9454230145648923,1.3886469734181375,1.2648803257788788,2.121074017332692,1.3886469734181375,0.012456141425157255,4.642393015682165e-05,0.000983496433624396,0.00979605243483872
chameleon,Neighborhood Heterogeneity,0,50,0.0007015000155661255,0.009202796466276832,0.011366081543095138,0.0022405045994784165,4.107466000480079,5.073000763194654,3.152846507674878,0.0022405045994784165,4.933101988041736e-05,0.0006861911930105388,0.011389966032242465
chameleon,PageRank,0,50,0.0007082079828251153,3.1239074616128574e-05,4.208146298627647e-05,2.6838206614446658e-05,1.1639777226885564,1.567968515587199,2.1475627677687164,0.007090634803910573,2.6838206614446658e-05,0.0005949254944250705,0.010208069451239588
chameleon,Eigenvector Centrality,0,50,0.0006920000014360994,0.0006554480611159158,0.0007942883237409305,0.0002202969113763008,2.9752939204685913,3.605535451126524,2.065532340784057,0.00917092276341036,3.585759427812665e-05,0.0002202969113763008,0.010657794246459943
chameleon,Clustering Coefficient,0,50,0.0006782920099794865,0.013609894047914597,0.01027891472506229,0.0021725045328222724,6.264610196340608,4.731366296257659,2.8492283523748076,0.008726079181514607,4.18709303939114e-05,0.0006493665402537999,0.0021725045328222724
chameleon,Degree,0,150,0.0009810420160647482,1.7564722361289877,2.9454230145648923,0.7809338284395514,2.249194710438835,3.771667851103833,0.7809338284395514,0.013264489596600482,2.756355400412818e-05,0.0005471934775359384,0.010208171071569865
chameleon,Neighborhood Heterogeneity,0,150,0.0009681249794084579,0.009202796466276832,0.011366081543095138,0.001137325888768993,8.091609060475761,9.993689280560947,2.130812825618316,0.001137325888768993,3.7481927910834964e-05,0.0005207870486664986,0.015316294636727717
chameleon,PageRank,0,150,0.000995458016404882,3.1239074616128574e-05,4.208146298627647e-05,1.6387625617615277e-05,1.9062599637710345,2.5678804219839235,1.5900648626735594,0.008392111057938982,1.6387625617615277e-05,0.0005663009686563672,0.009591600462392578
chameleon,Eigenvector Centrality,0,150,0.0009890410001389682,0.0006554480611159158,0.0007942883237409305,0.00013145457771521652,4.986118190086008,6.042302501337598,1.7719060370090127,0.01050679148673253,3.366944980302361e-05,0.00013145457771521652,0.009326806886520229
chameleon,Clustering Coefficient,0,150,0.000978750002104789,0.013609894047914597,0.01027891472506229,0.0014203112958965953,9.582331765743737,7.237085809821398,3.01396502048676,0.00842607564991354,4.5857738383956413e-05,0.000693156030008008,0.0014203112958965953
chameleon,Degree,0,200,0.0011224999907426536,1.7564722361289877,2.9454230145648923,1.0409309442146946,1.6874051500641247,2.8296046254893463,1.0409309442146946,0.00933742140564093,2.847068626974989e-05,0.0003998102380185396,0.013317558677414965
chameleon,Neighborhood Heterogeneity,0,200,0.0011129590275231749,0.009202796466276832,0.011366081543095138,0.0030225588848751444,3.0447037813977875,3.7604169103109624,2.078221762981485,0.0030225588848751444,4.062400649996598e-05,0.0005534464983076872,0.012373274348198437
