Dataset,TargetProperty,StratSeed,HyperparamName,Population,Generations,EvolutionSeconds,StratifiedKFoldSeconds,RandomTargetEmd,LabelTargetEmd,StratifiedKFoldTargetEmd,WdesTargetEmd,RandomToWdesRatio,LabelToWdesRatio,RandomToStratifiedKFoldRatio,LabelToStratifiedKFoldRatio,StratifiedKFoldToWdesRatio,DegreeEmd,NeighHetEmd,PageRankEmd,EigCentralityEmd,ClusteringEmd
chameleon,Degree,2,pop100_gen200,100,500,61.401972124993335,0.0007093750173225999,2.3530746497336907,3.222795694008507,1.3084376759777192,0.7984454497955663,2.9470700225496573,4.036337980050698,1.7983849692920033,2.4630868960573915,1.6387314578757148,0.7984454497955663,0.00893565514316032,3.069853950618183e-05,0.00048580500108906115,0.01159564597306134
chameleon,Neighborhood Heterogeneity,2,pop100_gen200,100,500,58.16189287498128,0.0005944590084254742,0.012345510125029494,0.011696659429174316,0.002907105800471132,0.0022761270957122296,5.423910707045304,5.138842840194862,4.246666950693282,4.0234722201299755,1.2772159366441096,2.2714152933260445,0.0022761270957122296,3.584789242405962e-05,0.0006449662542773375,0.008703038397716354
chameleon,PageRank,2,pop100_gen200,100,500,65.4658553749905,0.0005989579949527979,4.029077306242275e-05,4.9678011245225306e-05,4.105985526925954e-05,1.5849166045355197e-05,2.542138365332508,3.1344243036550234,0.9812692421394728,1.2098925074004816,2.5906634552101666,1.7316200110593705,0.011133629777650412,1.5849166045355197e-05,0.0007681918626375624,0.00988915246567804
chameleon,Eigenvector Centrality,2,pop100_gen200,100,500,60.067261707998114,0.0005963340227026492,0.0007035452807979604,0.0011147123454339739,0.00038439241799846906,0.000277271469365419,2.5373879339556233,4.0202922716324725,1.8302787668428009,2.899933227711098,1.3863396002416473,3.012861805115808,0.012366618960003368,4.558977656356174e-05,0.000277271469365419,0.014864583183072039
chameleon,Clustering Coefficient,2,pop100_gen200,100,500,59.68808687501587,0.0005839169898536056,0.014901671847866865,0.011438687677340862,0.003268177912818006,0.002541068370353534,5.8643332945007005,4.501526921036532,4.559626876315864,3.500019883396674,1.2861432423257901,2.658107114091094,0.009420512048504283,3.7276071391268514e-05,0.0006710551749075582,0.002541068370353534
chameleon,Degree,3,pop100_gen200,100,500,60.061517874972196,0.0007183340203482658,3.0424061420400075,2.0057126321428376,1.3123585948757577,0.7666158834808735,3.9686187145324303,2.616320213763062,2.3182734916503787,1.528326663134873,1.7118854737484708,0.7666158834808735,0.01275006179171155,2.6218915636889702e-05,0.0004277234926286045,0.01141441019394249
chameleon,Neighborhood Heterogeneity,3,pop100_gen200,100,500,60.1332458750112,0.0005936670058872551,0.007759542512536552,0.00953416344848422,0.0033465360443668485,0.0024661906800281497,3.146367624926708,3.865947400456235,2.3186788995140275,2.84896481677909,1.3569656521160198,2.8403547837872773,0.0024661906800281497,4.0845900289518214e-05,0.001219682106413001,0.01780216876493491
chameleon,PageRank,3,pop100_gen200,100,500,62.04898245900404,0.0005962089926470071,5.3844702540236484e-05,3.39505431565341e-05,3.6428812154410724e-05,1.6080141784706184e-05,3.3485216275548115,2.1113335697589712,1.4780801062632805,0.9319695358890102,2.2654534171494776,1.5884025877504169,0.008986581680807775,1.6080141784706184e-05,0.0009072287478432617,0.0117074592991449
chameleon,Eigenvector Centrality,3,pop100_gen200,100,500,70.29272854098235,0.0005882920231670141,0.0011361029552709372,0.0005652462019099221,0.0003770030531178532,0.00016064187288825847,7.07227159920629,3.518672882400369,3.0135112855857566,1.499314653383518,2.34685419398773,2.2161156717678447,0.01139733516381183,3.468026513919791e-05,0.00016064187288825847,0.009793142371206303
chameleon,Clustering Coefficient,3,pop100_gen200,100,500,61.92701054099598,0.0005788750131614506,0.01090060900711757,0.013119200265583752,0.003652682261789674,0.0025882957813075846,4.211500511587851,5.068663465871758,2.9842751780377115,3.5916620514251485,1.411230620614917,2.62701804424916,0.0065850638887007835,4.689870180094908e-05,0.0008273842828056797,0.0025882957813075846
chameleon,Degree,4,pop100_gen200,100,500,57.09595462499419,0.0007308750064112246,2.8940643312954526,2.487197960950824,1.4010636109377483,0.8600311206718558,3.365069311718175,2.8919860004691764,2.065619511278593,1.7752212972586685,1.629084782238157,0.8600311206718558,0.01631301024517273,2.6956386455776814e-05,0.00044493156161064875,0.009497675869009282
chameleon,Neighborhood Heterogeneity,4,pop100_gen200,100,500,58.200338249997,0.0006128749810159206,0.011557789167553765,0.008145022943966535,0.003397910720006403,0.002480307799654585,4.659820514681016,3.2838758742365908,3.4014399199788232,2.397067967680795,1.3699552613911896,2.5313652607245327,0.002480307799654585,3.572243292917578e-05,0.000621952816982517,0.011105949236268986
chameleon,PageRank,4,pop100_gen200,100,500,63.246552583004814,0.000609958020504564,5.2050931351131116e-05,3.2669690089999164e-05,2.927977872130338e-05,1.5687232174188228e-05,3.31804430336511,2.082565600307355,1.777709177605905,1.1157765364609586,1.8664719433094341,1.4150411678329338,0.00743277206717657,1.5687232174188228e-05,0.0004030328015337723,0.010081159288699442
chameleon,Eigenvector Centrality,4,pop100_gen200,100,500,65.70621279100305,0.0005944169824942946,0.0008001951237026246,0.001035102041293137,0.0003592972483806757,0.00016828389777219177,4.75503083952726,6.1509274208419455,2.2271117502542555,2.8809072319876097,2.1350661182513213,1.8714497821019567,0.009001871684129715,3.477212715405947e-05,0.00016828389777219177,0.012825189126452006
chameleon,Clustering Coefficient,4,pop100_gen200,100,500,59.010304708004696,0.0005857909854967147,0.01292789021226492,0.010220912787075737,0.0032819044578924865,0.002879188313110708,4.490116243316326,3.5499285477555116,3.93914276851518,3.1143236855954104,1.139871415477746,2.402824622618675,0.008308400349558463,3.1983912181037026e-05,0.0010218525220649344,0.002879188313110708
