Dataset,TargetProperty,StratSeed,HyperparamName,Population,Generations,EvolutionSeconds,RandomTargetEmd,LabelTargetEmd,WdesTargetEmd,RandomToWdesRatio,LabelToWdesRatio,DegreeEmd,NeighHetEmd,PageRankEmd,EigCentralityEmd,ClusteringEmd
chameleon_filtered,Degree,0,pop50_gen20,50,20,0.5022157499333844,2.448539325842699,1.9420224719101147,1.0773033707865196,2.272841051314139,1.802670004171879,1.0773033707865196,0.020506803478752625,7.50043530172635e-05,0.0008395443459101053,0.026863492775268522
chameleon_filtered,Neighborhood Heterogeneity,0,pop50_gen20,50,20,0.5018155840225518,0.019957801292786438,0.012643686525858516,0.0063784430803877565,3.1289455814306915,1.9822527796375482,1.6957303370786547,0.0063784430803877565,7.182868015944471e-05,0.0013740391947283073,0.02464328486850758
chameleon_filtered,PageRank,0,pop50_gen20,50,20,0.538202500087209,0.0001196248023866839,0.00012104840430677672,5.870156573728042e-05,2.0378468765563458,2.0620983918645432,1.9074157303370811,0.015548448748049438,5.870156573728042e-05,0.0025755372815517846,0.015492091032479786
chameleon_filtered,Eigenvector Centrality,0,pop50_gen20,50,20,0.4870782920625061,0.0021450094100857447,0.0011682162569849552,0.0005901267979119846,3.6348280025162754,1.9796021145258864,1.6467415730337103,0.010383993678548356,9.894630796096398e-05,0.0005901267979119846,0.024678064788871044
chameleon_filtered,Clustering Coefficient,0,pop50_gen20,50,20,0.5137030830373988,0.025896348713403038,0.02171995525878654,0.008943814046563175,2.89544802458792,2.4284891373756627,1.8188764044943848,0.019266259988372243,8.65823079351291e-05,0.0012142703148078531,0.008943814046563175
chameleon_filtered,Degree,0,pop100_gen50,100,50,2.553950374945998,2.448539325842699,1.9420224719101147,0.7519101123595531,3.2564255827854076,2.582785415421393,0.7519101123595531,0.015962548373957688,7.539229874759894e-05,0.0008137318870937999,0.014949619591198251
chameleon_filtered,Neighborhood Heterogeneity,0,pop100_gen50,100,50,2.536324332933873,0.019957801292786438,0.012643686525858516,0.00506984481106648,3.9365704546266307,2.4939001087883046,2.401348314606744,0.00506984481106648,9.51838944320909e-05,0.0018137422515827992,0.01827486203435997
chameleon_filtered,PageRank,0,pop100_gen50,100,50,2.6118682079249993,0.0001196248023866839,0.00012104840430677672,5.4052142168045365e-05,2.2131371225728014,2.2394746896513995,1.4903370786516879,0.01905041984795184,5.4052142168045365e-05,0.0012545755690502817,0.01558452897986765
chameleon_filtered,Eigenvector Centrality,0,pop100_gen50,100,50,2.5995618749875575,0.0021450094100857447,0.0011682162569849552,0.00042657878819214794,5.028401480477617,2.7385709025427314,2.125842696629217,0.016788588732564714,0.00010350827872259898,0.00042657878819214794,0.015162673065723508
chameleon_filtered,Clustering Coefficient,0,pop100_gen50,100,50,2.529418707941659,0.025896348713403038,0.02171995525878654,0.007403184917121791,3.498001063503222,2.9338663699394423,2.337078651685396,0.021178114824415586,0.00015857010059549067,0.0023845525528507676,0.007403184917121791
chameleon_filtered,Degree,0,pop200_gen50,200,50,5.033054833067581,2.448539325842699,1.9420224719101147,0.81797752808989,2.9934065934065877,2.37417582417582,0.81797752808989,0.012586143999622101,9.36078271614983e-05,0.0009900995015811151,0.019636053677414524
chameleon_filtered,Neighborhood Heterogeneity,0,pop200_gen50,200,50,5.05667595891282,0.019957801292786438,0.012643686525858516,0.004970513469215182,4.015239354323221,2.543738509948126,1.4247191011235985,0.004970513469215182,0.00010160670125551824,0.0012278887101703708,0.024659373505333114
chameleon_filtered,PageRank,0,pop200_gen50,200,50,5.2232687080977485,0.0001196248023866839,0.00012104840430677672,5.210392042572698e-05,2.2958887049047774,2.3232110620030717,1.5779775280898902,0.021477089500410503,5.210392042572698e-05,0.0012337374510494946,0.02604334988428687
chameleon_filtered,Eigenvector Centrality,0,pop200_gen50,200,50,5.372247291030362,0.0021450094100857447,0.0011682162569849552,0.00042583619048933553,5.037170296918348,2.74334658038937,1.4710112359550591,0.018559678941546524,0.00012482691135386024,0.00042583619048933553,0.020273096280378208
