Dataset,TargetProperty,StratSeed,HyperparamName,Population,Generations,EvolutionSeconds,StratifiedKFoldSeconds,RandomTargetEmd,LabelTargetEmd,StratifiedKFoldTargetEmd,WdesTargetEmd,RandomToWdesRatio,LabelToWdesRatio,RandomToStratifiedKFoldRatio,LabelToStratifiedKFoldRatio,StratifiedKFoldToWdesRatio,DegreeEmd,NeighHetEmd,PageRankEmd,EigCentralityEmd,ClusteringEmd
Cora,Degree,2,pop100_gen200,100,500,67.7170048749831,0.0006485000194516033,0.22191878311971394,0.2880084787518428,0.17799083814344374,0.12015252693884308,1.846975579903278,2.3970239002833242,1.2467989107443185,1.6181084473557863,1.4813740724241282,0.12015252693884308,0.017672342701678626,1.14738276210108e-05,0.0007239945941436832,0.01019864509406444
Cora,Neighborhood Heterogeneity,2,pop100_gen200,100,500,57.5837785420008,0.0005698339955415577,0.00908160894129743,0.01513166615556232,0.003127953744345145,0.0026305519083651948,3.4523587663933855,5.752278108424089,2.9033706005773166,4.837560716144868,1.1890864933697773,0.26279854686756243,0.0026305519083651948,1.9862196355250202e-05,0.0006758648407092216,0.01300379183130749
Cora,PageRank,2,pop100_gen200,100,500,78.41980320899165,0.0006642499938607216,1.66699110775385e-05,2.2586675250915984e-05,1.4719253268867915e-05,8.897865254126094e-06,1.8734730861212325,2.5384375471905636,1.132524237000279,1.5344987166358588,1.6542454677027552,0.1505147712149808,0.006268315968803793,8.897865254126094e-06,0.0008458259146130468,0.009265341476503819
Cora,Eigenvector Centrality,2,pop100_gen200,100,500,78.91657595799188,0.0006567089876625687,0.0008027274574307344,0.0007339245870973372,0.0005486256054349074,0.00043783391682477256,1.8334062907967852,1.6762625253426047,1.4631607593203657,1.3377512457070597,1.2530450117103997,0.35453422715586075,0.014468587902838947,2.5210919055592187e-05,0.00043783391682477256,0.02015761662152885
Cora,Clustering Coefficient,2,pop100_gen200,100,500,66.24969645901001,0.0005878749943803996,0.010381056564755062,0.00902135762287154,0.0023694362891598956,0.0012736942848371898,8.150351845287602,7.08282806185685,4.3812347317579725,3.807385606502271,1.8602865046715424,0.23145852044065363,0.01244158027878257,1.7323783580572857e-05,0.0010180674313242449,0.0012736942848371898
Cora,Degree,3,pop100_gen200,100,500,65.49408608299564,0.0007379160088021308,0.33609025691001554,0.23781076657532427,0.1666477344105159,0.12381678596080078,2.7144159356261963,1.92066661018493,2.016770633569486,1.4270267004621084,1.3459219855963227,0.12381678596080078,0.011992600020038435,1.2850659829715172e-05,0.0008939592286635704,0.009834642536615128
Cora,Neighborhood Heterogeneity,3,pop100_gen200,100,500,65.81992979199276,0.0005813330062665045,0.009094417088835563,0.012022368079523789,0.0026117372122283176,0.0013876333895526428,6.5539047685840846,8.663936865485532,3.4821332890058505,4.603207406638886,1.8821521821915166,0.24938278625094026,0.0013876333895526428,1.890155058552424e-05,0.0008013450904660293,0.011923181686527817
Cora,PageRank,3,pop100_gen200,100,500,76.45732275000773,0.0006560420151799917,2.4507559756539373e-05,1.7364371710429918e-05,1.3502608287037103e-05,9.362980528969264e-06,2.6174955379552967,1.8545773599233895,1.8150241224184325,1.2860012925873159,1.442127135185184,0.16780815302125632,0.014898644615758665,9.362980528969264e-06,0.0006602046447859321,0.010783839036767951
Cora,Eigenvector Centrality,3,pop100_gen200,100,500,79.08317016702495,0.0006513750122394413,0.0009334696125981728,0.000664730457370697,0.000582358004647631,0.0004421358981101394,2.111273064657687,1.5034528076367768,1.602913680499661,1.1414464162348166,1.3171470743200344,0.31119351828918884,0.008888395671813914,2.2391718834711644e-05,0.0004421358981101394,0.008122277494270125
Cora,Clustering Coefficient,3,pop100_gen200,100,500,66.21184000000358,0.000586417008889839,0.010765921365833448,0.017183309792097333,0.002273306382861542,0.0019258242615490552,5.590292728565885,8.922574159635818,4.735798679402713,7.558730280107563,1.1804329337054806,0.2108286584439866,0.009074420277541621,1.579112000840194e-05,0.0007125513017387765,0.0019258242615490552
Cora,Degree,4,pop100_gen200,100,500,65.61141445799149,0.0006429170025512576,0.24653707914472472,0.38153285626156747,0.16848044323362196,0.11691055421763466,2.1087666617830245,3.2634594781864226,1.4632979021954862,2.2645527809570054,1.4411055046406456,0.11691055421763466,0.014848064413974038,1.2057899778838397e-05,0.0008992040348093742,0.010690675616603624
Cora,Neighborhood Heterogeneity,4,pop100_gen200,100,500,57.190092208009446,0.0005692499980796129,0.013779527545468923,0.012081757015680731,0.0031753889931865286,0.002800428998179119,4.920505949063011,4.314252217619683,4.339477013693701,3.8048116440551714,1.133893769580023,0.28396858467911573,0.002800428998179119,2.1795143429691918e-05,0.0008685913825054658,0.011863029513648721
Cora,PageRank,4,pop100_gen200,100,500,76.08431387500605,0.0006662090017925948,1.8391325592067183e-05,2.5897297087781245e-05,1.1105519531614926e-05,9.170401776668313e-06,2.0055092502990544,2.8240089931141443,1.6560526988144229,2.33193026351063,1.2110177724022968,0.1534966398435739,0.011939379071640737,9.170401776668313e-06,0.0009566979619472334,0.007935215171916749
Cora,Eigenvector Centrality,4,pop100_gen200,100,500,75.27933320798911,0.0006534159765578806,0.0007365098638704858,0.0008589489229825498,0.000556118690848422,0.0004377767461117432,1.6823869024840585,1.9620706915376032,1.3243753105058502,1.5445424459158639,1.2703248762931592,0.31237206685076424,0.008793378437151408,2.5115995486070986e-05,0.0004377767461117432,0.012209534405705325
Cora,Clustering Coefficient,4,pop100_gen200,100,500,67.60240979198716,0.0005844590195920318,0.0112117419072951,0.014874719803874198,0.002246587695447162,0.0016075075896314181,6.974612113567573,9.253281228541377,4.9905649933079985,6.621027896671323,1.3975596195861677,0.3006008292908492,0.008244843042554743,2.1005072345998217e-05,0.001102253731420599,0.0016075075896314181
